data,company_url,vacancy_name_title,vacancy_name_jobs,vacancy_description,Salary,Time_jobs
2022-08-10,https://cdn.shopify.com/s/files/1/1825/7689/files/Love_Cocoa_Corporate_Gifting_Catalogue_2022.pdf?v=1659085064,,None,,,
2022-08-10,https://cdn.shopify.com/s/files/1/1825/7689/files/V3_RGB_CORPS_AYR_CATALOGUE_singlespread2022_compressed.pdf?v=1646746625,,None,,,
